t_d,pH,COD_mg/L,NH3_N_mg/L,TN_mg/L,TP_mg/L,qvm_L/s,,,,,,,,,,,,,,,,
1956,7.574,133.8,26.975,31.168,1.866,352.69,,,,,,,,,,,,,,,,
1957,7.587,142.247,26.372,28.792,1.904,355.95,,,,,,,,,,,,,,,,
1958,7.644,152.437,26.628,30.573,1.931,348.75,,,,,,,,,,,,,,,,
1959,7.7,161.01,28.393,31.492,2.231,354.87,,,,,,,,,,,,,,,,
1960,7.66,206.758,33.334,34.491,2.67,348.92,,,,,,,,,,,,,,,,
1961,7.674,192.865,33.441,34.742,2.431,357.24,,,,,,,,,,,,,,,,
1962,7.647,193.822,30.303,33.91,2.535,363.06,,,,,,,,,,,,,,,,
1963,7.576,193.274,29.748,31.63,2.276,353.42,,,,,,,,,,,,,,,,
1964,6.701,453.831,35.327,33.875,2.811,94.73,,,,,,,,,,,,,,,,
1965,7.629,203.886,32.51,33.519,2.529,329.92,,,,,,,,,,,,,,,,
1966,7.535,225.108,31.495,32.936,2.575,271.94,,,,,,,,,,,,,,,,
1967,7.577,226.048,31.723,33.146,2.183,350.02,,,,,,,,,,,,,,,,
1968,7.627,201.908,33.337,33.983,2.244,324.57,,,,,,,,,,,,,,,,
1969,7.348,203.57,34.069,33.801,2.397,309.15,,,,,,,,,,,,,,,,
1970,7.285,203.023,31.005,31.377,2.242,337.13,,,,,,,,,,,,,,,,
1971,7.429,211.549,33.396,31.324,2.629,348.58,,,,,,,,,,,,,,,,
1972,7.433,199.769,36.177,30.187,2.572,338.36,,,,,,,,,,,,,,,,
1973,7.43,196.34,33.349,11.267,0.785,315.79,,,,,,,,,,,,,,,,
1974,7.443,201.05,31.417,,0.096,353.83,,,,,,,,,,,,,,,,
1975,7.486,248.936,31.21,2.957,0.053,350.26,,,,,,,,,,,,,,,,
1976,7.457,198.977,28.821,25.354,1.788,345.23,,,,,,,,,,,,,,,,
1977,7.395,208.723,29.514,31.088,2.458,351.56,,,,,,,,,,,,,,,,
1978,7.127,202.715,30.723,31.197,2.927,349.93,,,,,,,,,,,,,,,,
1979,7.61,190.214,29.745,29.52,2.386,350.15,,,,,,,,,,,,,,,,
1980,7.451,190.36,29.782,32.589,2.835,351.21,,,,,,,,,,,,,,,,
1981,7.387,203.772,28.433,30.955,2.839,350.74,,,,,,,,,,,,,,,,
1982,7.372,186.128,28.967,31.062,2.813,352.14,,,,,,,,,,,,,,,,
1983,7.476,189.026,26.91,31.688,2.95,355.25,,,,,,,,,,,,,,,,
1984,7.411,198.466,29.147,33.098,2.903,345.84,,,,,,,,,,,,,,,,
1985,7.432,176.17,27.707,30.201,2.512,348.41,,,,,,,,,,,,,,,,
1986,7.408,192.432,29.891,34.037,2.393,353.62,,,,,,,,,,,,,,,,
1987,7.442,189.35,31.17,37.263,2.491,351.11,,,,,,,,,,,,,,,,
1988,7.437,204.125,30.474,35.436,2.444,350.76,,,,,,,,,,,,,,,,
1989,7.455,183.445,28.399,31.607,2.351,350.63,,,,,,,,,,,,,,,,
1990,7.399,205.855,30.422,33.257,2.567,348.5,,,,,,,,,,,,,,,,
1991,7.508,162.251,27.191,29.05,2.107,350.29,,,,,,,,,,,,,,,,
1992,7.447,201.369,28.979,29.33,2.476,348.9,,,,,,,,,,,,,,,,
1993,7.362,171.643,21.311,23.275,1.737,353.98,,,,,,,,,,,,,,,,
1994,7.435,175.524,24.401,28.622,1.751,351.2,,,,,,,,,,,,,,,,
1995,7.399,161.538,25.15,33.523,1.81,355.81,,,,,,,,,,,,,,,,
1996,7.297,186.323,27.679,29.58,2.416,352.94,,,,,,,,,,,,,,,,
1997,7.366,192.092,26.403,26.842,2.079,353.72,,,,,,,,,,,,,,,,
1998,7.398,178.644,26.185,34.475,2.237,354.81,,,,,,,,,,,,,,,,
1999,7.383,182.629,28.099,38.854,2.416,357.45,,,,,,,,,,,,,,,,
2000,7.42,185.038,27.306,35.258,2.383,350.38,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,
2002,7.318,134.554,15.484,23.994,1.433,350.59,,,,,,,,,,,,,,,,
2003,7.277,105.996,16.919,27.686,2.245,356.14,,,,,,,,,,,,,,,,
2004,7.253,141.354,21.779,31.441,2.704,352.29,,,,,,,,,,,,,,,,
2005,7.384,156.893,20.513,27.993,2.295,356.29,,,,,,,,,,,,,,,,
2006,7.405,124.714,18.727,33.862,2.583,351.79,,,,,,,,,,,,,,,,
2007,7.396,135.71,20.097,32.684,2.582,352.09,,,,,,,,,,,,,,,,
2008,7.427,127.098,19.988,25.882,2.458,349.78,,,,,,,,,,,,,,,,
2009,7.502,151.19,23.411,23.081,2.463,352.25,,,,,,,,,,,,,,,,
2010,7.315,162.486,24.131,30.317,2.786,355.73,,,,,,,,,,,,,,,,
2011,7.224,143.6,21.456,33.183,2.798,352.13,,,,,,,,,,,,,,,,
2012,7.152,99.56,15.392,23.466,1.669,354.5,,,,,,,,,,,,,,,,
2013,7.292,97.377,15.761,27.78,2.262,369.43,,,,,,,,,,,,,,,,
2014,7.314,140.816,20.86,37.534,2.852,367.27,,,,,,,,,,,,,,,,
2015,7.319,148.686,22.37,28.546,2.895,368.95,,,,,,,,,,,,,,,,
2016,7.345,161.511,23.736,32.299,3.005,375.87,,,,,,,,,,,,,,,,
2017,7.281,172.909,25.158,32.088,3.178,373.06,,,,,,,,,,,,,,,,
2018,7.273,184.809,27.49,26.909,2.747,368.03,,,,,,,,,,,,,,,,
2019,7.314,197.834,26.436,35.155,3.121,369.43,,,,,,,,,,,,,,,,
2020,7.298,99.705,12.755,30.087,1.976,379.45,,,,,,,,,,,,,,,,
2021,7.38,82.924,11.042,30.312,1.994,380,,,,,,,,,,,,,,,,
2022,7.416,119.581,16.831,29.724,2.371,372.2,,,,,,,,,,,,,,,,
2023,7.53,79.075,11.769,22.164,1.779,398.05,,,,,,,,,,,,,,,,
2024,7.438,89.381,12.979,19.651,1.52,381.51,,,,,,,,,,,,,,,,
2025,7.381,112.43,17.361,26.89,2.316,376.32,,,,,,,,,,,,,,,,
2026,7.343,119.656,19.535,28.358,2.521,374.24,,,,,,,,,,,,,,,,
2027,7.293,151.822,19.468,24.584,2.707,375.14,,,,,,,,,,,,,,,,
2028,7.214,193.625,21.959,28.804,2.653,372.02,,,,,,,,,,,,,,,,
2029,7.106,116.429,13.322,30.365,2.258,376.27,,,,,,,,,,,,,,,,
2030,7.266,130.208,15.946,27.203,2.423,376.92,,,,,,,,,,,,,,,,
2031,7.332,134.947,18.383,22.985,2.429,378.27,,,,,,,,,,,,,,,,
2032,7.387,172.632,20.103,24.864,2.718,379.33,,,,,,,,,,,,,,,,
2033,7.489,73.9,7.279,20.885,1.633,379.68,,,,,,,,,,,,,,,,
2034,7.319,93.385,13.982,20.766,2.013,379.52,,,,,,,,,,,,,,,,
2035,7.493,111.234,16.725,25.764,2.298,378.18,,,,,,,,,,,,,,,,
2036,7.387,143.909,19.951,22.771,2.656,376.55,,,,,,,,,,,,,,,,
2037,7.309,147.622,21.288,25.633,2.668,378.83,,,,,,,,,,,,,,,,
2038,7.23,118.676,16,26.779,2.208,382.77,,,,,,,,,,,,,,,,
2039,7.402,132.056,18.611,28.793,2.509,377.94,,,,,,,,,,,,,,,,
2040,7.452,156.665,22.494,29.533,2.94,376.56,,,,,,,,,,,,,,,,
2041,7.475,157.554,26.258,31.71,3.285,379.8,,,,,,,,,,,,,,,,
2042,7.367,173.43,27.375,32.232,3.357,377.83,,,,,,,,,,,,,,,,
2043,7.385,98.664,13.048,23.616,2.171,380.03,,,,,,,,,,,,,,,,
2044,7.453,112.857,17.112,23.281,2.376,373.76,,,,,,,,,,,,,,,,
2045,7.428,147.268,22.545,28.361,2.875,384.12,,,,,,,,,,,,,,,,
2046,7.463,161.326,23.48,29.306,2.999,380.61,,,,,,,,,,,,,,,,
2047,7.414,175.258,27.093,28.953,3.132,379.07,,,,,,,,,,,,,,,,
2048,7.429,184.929,28.677,34.068,3.422,376.8,,,,,,,,,,,,,,,,
2049,7.39,199.926,24.964,31.503,3.473,375.46,,,,,,,,,,,,,,,,
2050,7.452,131.113,19.172,26.362,2.534,376.52,,,,,,,,,,,,,,,,
2051,7.462,163.746,24.708,31.883,2.999,368.35,,,,,,,,,,,,,,,,
2052,7.454,199.117,25.809,28.858,2.585,374.49,,,,,,,,,,,,,,,,
2053,7.394,186.482,29.475,38.664,3.409,354.28,,,,,,,,,,,,,,,,
2054,7.428,198.461,29.461,33.928,3.347,351.51,,,,,,,,,,,,,,,,
2055,7.448,182.48,27.554,31.095,3.149,350.71,,,,,,,,,,,,,,,,
2056,7.427,183.52,24.492,27.629,2.972,367.04,,,,,,,,,,,,,,,,
2057,7.45,118.115,18.064,22.44,2.334,377.6,,,,,,,,,,,,,,,,
2058,7.441,142.698,19.98,26.014,2.636,378.03,,,,,,,,,,,,,,,,
2059,7.461,135.655,24.576,30.902,3.02,371.68,,,,,,,,,,,,,,,,
2060,7.312,166.861,26.744,25.856,2.773,376.79,,,,,,,,,,,,,,,,
2061,7.356,169.699,28.523,34.43,2.552,349.55,,,,,,,,,,,,,,,,
2062,7.416,168.992,29.162,32.977,2.713,334.7,,,,,,,,,,,,,,,,
2063,7.455,155.606,26.751,25.283,2.211,332.89,,,,,,,,,,,,,,,,
2064,7.447,171.354,26.665,21.393,2.502,322.11,,,,,,,,,,,,,,,,
2065,7.364,180.387,27.709,33.23,2.624,335.95,,,,,,,,,,,,,,,,
2066,7.392,148.702,27.789,37.09,2.191,320.82,,,,,,,,,,,,,,,,
2067,7.361,164.438,25.161,35.646,2.256,313.12,,,,,,,,,,,,,,,,
2068,7.465,165.072,25.534,32.683,2.334,326.54,,,,,,,,,,,,,,,,
2069,7.353,152.059,27.561,31.259,2.112,333.11,,,,,,,,,,,,,,,,
2070,7.271,172.132,24.325,37.478,2.076,329.67,,,,,,,,,,,,,,,,
2071,7.312,127.278,17.707,20.388,1.345,344.96,,,,,,,,,,,,,,,,
2072,7.257,153.165,23.71,31.18,1.91,340.31,,,,,,,,,,,,,,,,
2073,7.322,144.142,25.411,30.284,2.062,350.38,,,,,,,,,,,,,,,,
2074,7.258,111.617,17.308,20.544,1.458,351.87,,,,,,,,,,,,,,,,
2075,7.266,90.327,13.341,18.904,1.037,358.85,,,,,,,,,,,,,,,,
2076,7.386,80.324,14.467,22.021,1.174,364.64,,,,,,,,,,,,,,,,
2077,7.341,105.736,19.258,27.083,1.687,360.86,,,,,,,,,,,,,,,,
2078,7.391,128.509,21.361,22.814,1.797,361.46,,,,,,,,,,,,,,,,
2079,7.342,162.289,22.296,30.528,2.193,358.69,,,,,,,,,,,,,,,,
2080,7.347,126.744,21.042,24.979,1.903,359.88,,,,,,,,,,,,,,,,
2081,7.454,102.155,16.765,20.504,1.39,345.28,,,,,,,,,,,,,,,,
2082,7.414,100.15,19.059,26.444,1.692,351.3,,,,,,,,,,,,,,,,
2083,7.401,113.545,21.042,26.611,1.925,352.45,,,,,,,,,,,,,,,,
2084,7.475,143.927,23.675,28.648,2.156,353.7,,,,,,,,,,,,,,,,
2085,7.496,174.685,24.405,31.148,2.36,351.84,,,,,,,,,,,,,,,,
2086,7.322,133.755,18.667,27.185,2.194,352.47,,,,,,,,,,,,,,,,
2087,7.409,126.945,23.389,28.799,2.098,356.14,,,,,,,,,,,,,,,,
2088,7.387,130.937,24.894,28.18,1.983,350.85,,,,,,,,,,,,,,,,
2089,7.405,178.226,25.014,29.167,2.482,352.44,,,,,,,,,,,,,,,,
2090,7.402,145.029,27.108,28.786,2.303,352.45,,,,,,,,,,,,,,,,
2091,7.371,168.552,24.885,27.347,2.094,353.95,,,,,,,,,,,,,,,,
2092,7.367,154.549,26.386,30.23,2.273,349.5,,,,,,,,,,,,,,,,
2093,7.316,148.325,21.096,23.486,1.784,352.13,,,,,,,,,,,,,,,,
2094,7.309,170.966,28.438,29.313,2.335,341.26,,,,,,,,,,,,,,,,
2095,7.414,155.212,24.469,26.877,2.042,351.33,,,,,,,,,,,,,,,,
2096,7.441,328.677,24.552,28.881,1.931,350.94,,,,,,,,,,,,,,,,
2097,7.435,683.634,24.807,29.654,2.014,353.46,,,,,,,,,,,,,,,,
2098,7.39,150.633,24.434,28.569,2.095,354.6,,,,,,,,,,,,,,,,
2099,7.449,232.274,27.667,27.233,2.158,352.79,,,,,,,,,,,,,,,,
2100,7.387,280.807,25.736,30.417,2.594,349.23,,,,,,,,,,,,,,,,
2101,7.29,142.842,25.309,29.983,2.141,350.49,,,,,,,,,,,,,,,,
2102,7.323,166.552,29.19,33.141,2.478,352.51,,,,,,,,,,,,,,,,
2103,7.405,188.481,32.592,38.319,2.584,352.29,,,,,,,,,,,,,,,,
2104,7.284,209.944,29.561,28.028,2.154,352.97,,,,,,,,,,,,,,,,
2105,7.309,191.58,34.698,38.032,2.553,351.67,,,,,,,,,,,,,,,,
2106,7.337,174.819,33.963,40.435,2.695,352.36,,,,,,,,,,,,,,,,
2107,7.292,170.371,28.532,32.347,2.133,354.17,,,,,,,,,,,,,,,,
2108,7.356,128.457,29.607,33.143,1.97,357.86,,,,,,,,,,,,,,,,
2109,7.408,140.538,27.892,33.135,2.111,360.39,,,,,,,,,,,,,,,,
2110,7.416,134.926,28.876,31.508,1.996,324.09,,,,,,,,,,,,,,,,
2111,7.414,124.297,29.424,30.183,1.834,319.29,,,,,,,,,,,,,,,,
2112,7.492,130.929,27.391,31.604,2.177,325.89,,,,,,,,,,,,,,,,
2113,7.43,162.539,26.474,34.292,3.168,322.39,,,,,,,,,,,,,,,,
2114,7.379,173.37,30.259,37.152,3.411,306.8,,,,,,,,,,,,,,,,
2115,7.358,181.84,31.205,33.476,3.271,305.27,,,,,,,,,,,,,,,,
2116,7.326,182.658,23.767,26.698,2.57,308.18,,,,,,,,,,,,,,,,
2117,7.241,142.519,26.29,30.848,2.974,304.97,,,,,,,,,,,,,,,,
2118,7.315,191.996,29.015,30.502,3.264,309.17,,,,,,,,,,,,,,,,
2119,7.393,174.864,29.562,28.404,3.349,306.81,,,,,,,,,,,,,,,,
2120,7.415,171.652,30.59,31.305,3.352,311.17,,,,,,,,,,,,,,,,
2121,7.43,192.674,28.508,36.039,3.063,306.86,,,,,,,,,,,,,,,,
2122,7.443,179.603,28.703,34.926,3.302,303.42,,,,,,,,,,,,,,,,
2123,7.485,191.079,20.83,27.088,2.487,304.76,,,,,,,,,,,,,,,,
2124,7.497,170.852,27.222,37.932,3.213,306.31,,,,,,,,,,,,,,,,
2125,7.456,168.963,29.072,36.43,3.17,303.89,,,,,,,,,,,,,,,,
2126,7.406,195.432,31.287,36.288,3.453,307.62,,,,,,,,,,,,,,,,
2127,7.408,192.083,31.48,33.93,3.476,304.99,,,,,,,,,,,,,,,,
2128,7.462,194.253,29.76,33.275,3.354,310.95,,,,,,,,,,,,,,,,
2129,7.469,199.138,31.808,32.554,3.138,307.16,,,,,,,,,,,,,,,,
2130,7.462,174.542,31.259,35.687,3.331,309.23,,,,,,,,,,,,,,,,
2131,7.454,167.984,26.477,28.97,2.73,310.17,,,,,,,,,,,,,,,,
2132,7.448,177.844,29.414,33.03,3.43,307.8,,,,,,,,,,,,,,,,
2133,7.408,188.8,29.046,33.311,3.639,309.51,,,,,,,,,,,,,,,,
2134,7.433,159.372,32.719,32.502,3.382,308.33,,,,,,,,,,,,,,,,
2135,7.433,191.721,31.3,28.821,2.599,311.84,,,,,,,,,,,,,,,,
2136,7.473,146.102,28.518,36.096,3.158,309.37,,,,,,,,,,,,,,,,
2137,7.433,147.262,34.022,37.389,3.35,304.58,,,,,,,,,,,,,,,,
2138,7.438,133.844,25.628,35.98,3.047,308.67,,,,,,,,,,,,,,,,
2139,7.417,75.714,15.265,30.919,2.006,306.94,,,,,,,,,,,,,,,,
2140,7.466,97.757,20.824,33.917,2.498,305.04,,,,,,,,,,,,,,,,
2141,7.509,121.744,25,37.953,3.009,311.36,,,,,,,,,,,,,,,,
2142,7.53,130.522,28.365,35.379,3.249,308.08,,,,,,,,,,,,,,,,
2143,7.536,149.548,28.411,34.504,3.458,310.16,,,,,,,,,,,,,,,,
2144,7.532,153.648,29.361,33.782,3.351,310.96,,,,,,,,,,,,,,,,
2145,7.521,158.603,30.609,34.013,3.318,306.44,,,,,,,,,,,,,,,,
2146,7.53,165.22,33.717,38.492,3.501,311.66,,,,,,,,,,,,,,,,
2147,7.502,166.669,32.046,38.453,3.516,309.21,,,,,,,,,,,,,,,,
2148,7.536,173.598,32.695,39.988,3.551,310.09,,,,,,,,,,,,,,,,
2149,7.525,205.837,34.351,33.088,3.453,305,,,,,,,,,,,,,,,,
2150,7.537,159.493,36.121,44.664,3.583,305.95,,,,,,,,,,,,,,,,
2151,7.544,162.241,34.269,44.068,3.683,311.02,,,,,,,,,,,,,,,,
2152,7.485,174.951,34.301,37.882,3.772,303.86,,,,,,,,,,,,,,,,
2153,7.489,176.693,34.843,41.003,3.848,309.08,,,,,,,,,,,,,,,,
2154,7.458,192.245,36.004,38.055,3.703,306.39,,,,,,,,,,,,,,,,
2155,7.44,174.419,33.795,39.56,3.469,308.4,,,,,,,,,,,,,,,,
2156,7.459,177.865,33.413,36.361,3.402,306.71,,,,,,,,,,,,,,,,
2157,7.508,175.466,34.217,37.235,3.479,307.73,,,,,,,,,,,,,,,,
2158,7.454,169.519,34.101,40.814,3.313,310.48,,,,,,,,,,,,,,,,
2159,7.37,167.046,32.507,39.587,3.608,308.72,,,,,,,,,,,,,,,,
2160,7.306,163.669,32.281,40.804,4.593,311.19,,,,,,,,,,,,,,,,
2161,7.224,162.359,28.703,39.58,3.463,306.41,,,,,,,,,,,,,,,,
2162,7.318,154.938,31.883,37.979,3.576,308.7,,,,,,,,,,,,,,,,
2163,7.344,161.908,30.27,36.816,3.249,311.63,,,,,,,,,,,,,,,,
2164,7.375,171.684,30.771,37.581,3.325,309.07,,,,,,,,,,,,,,,,
2165,7.417,166.888,33.287,38.255,3.059,305.67,,,,,,,,,,,,,,,,
2166,7.439,179.741,27.052,29.756,2.618,306.06,,,,,,,,,,,,,,,,
2167,7.137,185.447,29.76,29.971,3.999,199.15,,,,,,,,,,,,,,,,
2168,7.303,188.171,26.583,35.746,5.36,179.56,,,,,,,,,,,,,,,,
2169,7.608,185.077,23.41,29.939,2.77,191.79,,,,,,,,,,,,,,,,
2170,7.584,197.4,30.816,30.652,2.92,178.1,,,,,,,,,,,,,,,,
2171,7.536,196.285,33.586,35.166,3.469,179.79,,,,,,,,,,,,,,,,
2172,7.526,164.926,31.911,36.207,3.102,183.92,,,,,,,,,,,,,,,,
2173,7.437,168.761,31.324,34.49,3.505,172.24,,,,,,,,,,,,,,,,
2174,7.463,194.615,34.806,36.535,3.656,171.62,,,,,,,,,,,,,,,,
2175,7.436,185.876,34.69,40.609,3.776,176.78,,,,,,,,,,,,,,,,
2176,7.328,181.199,31.325,40.817,3.76,165.57,,,,,,,,,,,,,,,,
2177,7.366,211.632,37.842,36.748,3.728,171.32,,,,,,,,,,,,,,,,
2178,7.526,210.621,36.575,33.297,3.591,165.18,,,,,,,,,,,,,,,,
2179,7.479,176.184,34.05,38.367,3.474,176.06,,,,,,,,,,,,,,,,
2180,7.509,201.716,32.108,36.271,3.566,179.94,,,,,,,,,,,,,,,,
2181,7.567,183.292,32.692,46.539,3.829,187.8,,,,,,,,,,,,,,,,
2182,7.543,220.426,37.371,42.299,3.849,192.59,,,,,,,,,,,,,,,,
2183,7.531,231.284,33.444,36.936,3.47,193.94,,,,,,,,,,,,,,,,
2184,7.526,192.784,36.722,39.694,3.56,191.77,,,,,,,,,,,,,,,,
2185,7.571,169.89,34.56,44.377,3.699,186.37,,,,,,,,,,,,,,,,
2186,7.528,212.73,39.328,40.735,3.86,185.81,,,,,,,,,,,,,,,,
2187,7.336,256.771,37.789,44.248,3.713,182.26,,,,,,,,,,,,,,,,
2188,7.374,206.434,34.113,45.201,2.922,179.98,,,,,,,,,,,,,,,,
2189,7.432,203.025,35.915,49.5,3.724,183.24,,,,,,,,,,,,,,,,
2190,7.472,207.501,37.238,43.205,3.464,184.5,,,,,,,,,,,,,,,,
2191,7.519,204.752,37.092,41.187,3.246,184.06,,,,,,,,,,,,,,,,
2192,7.499,205.285,35.41,45.74,3.293,182.7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
